orginal_indice,orginal_batch10,corrected_text
72," of a man differs in nothing from  the corpſe of any other animal;  | and he who finds the laſt palatable,  | may, without much difficulty,  accuſtom his ſtomach to the firſt.  To cannibaliſm carnivorous na-    tions have not unſeldom been. ","A man's body is no different from that of any other animal. Who finds the last palatable, can, without much effort, get used to the first. Carnivorous nations have not infrequently resorted to cannibalism."
73,"addicted (5). The antient Ger-     mans ſometimes rioted in human    | ei  ö repaſts; and, on the bodies of their ec  | enemies, feed, with infernal fatis- - =” ","The ancient Germans sometimes rioted in human sacrifices; and, on the bodies of their enemies, fed with infernal fruits."
74,"| faction, the native tribes of. fo  j America. in  i to  | But the    But from the texture of the very  human heart ariſes the ſtrongeſt  argument in behalf of the perſe-  ","faction, the native tribes of Foja America. In it, the human heart arises the strongest argument in behalf of the persistence of(Note: It is not clear what ""Foja"" refers to, so I have left it unchanged in the corrected text.)"
75," cuted creatures. Within us there    exiſts a rooted repugnance to the  ſpilling of blood; a repugnance  which yields only to cuſtom, and  which even the moſt inveterate   ","creatures. Within us there exists a rooted aversion to the spilling of blood; an aversion which yields only to custom, and which even the most inveterate enemies find difficult to overcome."
76,"cuſtom can never entirely over-    come. Hence the ungracious    I taſk of ſhedding the tide of life,  for the gluttony of our table, has,  in every. country, been committed  to the loweſt claſs of men; and ","custom cannot completely overcome. Hence, the unpleasant task of shedding the tide of life, for the gluttony of our table, has, in every country, been committed to the lowest class of men; and [it has been] assigned to them."
77,"  their profeſſion is, in every coun-  try,     Wo  try, an object of abhorrence. On  ","Their profession is, in every country, an object of abhorrence. We try, [unclear]Possible interpretation: ""Their profession is universally disliked. We attempt, [unknown action]"""
78," the carcaſe we feed, without re-    morſe, becauſe the dying ſtruggles    of the butchered creature are ſe- ,  cluded from our fight ; becauſe t  his cries pierce not our ear; be- t ","the carcass we feed on, without reconsidering, because the dying struggles of the butchered creature are excluded from our fight; because their cries do not pierce our ears."
79,"cauſe his agonizing ſhrieks fink fe  not into our ſoul: but were we un  forced, with our own. hands, to ſu  aſſaſſinate the animals whom we th  devour, who is there amongſt us fic  that would not throw down, with hn    deteſtation, the knife; and, rather  than embrue his hands in the ","cause his agonizing shrieks didn't force us into our souls: but if we weren't compelled, with our own hands, to suck the animals we were consuming, who among us wouldn't throw down, with disgust, the knife; and, rather than immerse his hands in their blood:."
80,"murder of the lamb, conſent, for   9 ever,    E  ever, to forego the favorite repaſt?  What then ſhall we {ay? Vainly   ","murder of the lamb, consent, for eternity, ever, to forego the favorite repast? What then shall we do? Vainly [question or attempt]"
81,"planted in aur breaſt, is this ab-    horrence of cruelty, this ſympathe-  tic affection for every animal? Or,  to the purpoſe of nature, do the  feelings of the heart point more  unerringly than all the elaborate  ſubtilty of a ſet of men, who, at  ","planted in our breast, is this abhorrence of cruelty, this sympathetic affection for every animal? Or, to the purpose of nature, do the feelings of the heart point more unerringly than all the elaborate subtlety of a set of men, who, at [some point], hunt and kill animals?"
82," the ſhrine of ſcience, have ſacri-    ficed the deareſt ſentiments of    humanity?   ","The shrine of science, have sacrificed the deepest sentiments of humanity?"
83,"Ye ſons of modern ſcience, who  court not wiſdom in her walks of    ſilent    rere   ","You sons of modern science, who do not seek wisdom in her walks of quiet reflection."
84,"8 4  ſilent meditation in the grove, who  behold her not in the living love-  lineſs of her works, but expect to  meet her in the midſt of obſcenity  and corruption; ye who dig for  knowledge in the depth of the  dunghill, and who hope to diſcover   ","eight: Silent meditation in the grove, those who do not behold her in the living love-lines of her works, but expect to meet her in the midst of obscenity and corruption; you who dig for knowledge in the depths of the dunghill, and who hope to discoverCorrection: Eight: Silent meditation in the grove, those who do not behold her in the living love-lines of her work, but expect to meet her in the midst of obscenity and corruption; you who dig for knowledge in the depths of the dump, and who hope to discover"
85,"wiſdom enthroned amid the frag-    ments of mortality, and the ab-    horrence of the ſenſes; ye that  with ruffian violence interrogate  trembling nature, who plunge into  her maternal boſom the butcher ","wisdom enthroned amid the fragments of mortality, and the abhorrence of the senses; you who with ruffian violence interrogate trembling nature, who plunge into her maternal bosom the butcher's hand."
86,"knife, and, in queſt of your nefa-    rious ſcience, the fibres of agoniz-    ing    E331 ","knife, and, in question of your nefarious science, the fibers of agonizing E331.(Assuming ""nefarious"" means ""evil"" or ""criminal,"" and ""agonizing"" means causing great pain or suffering.)"
87,"  ing animals, delight to ſcrutinize;  ye dare alſo to violate the human  form auguſt; and, holding up the  entrails of man, ye exclaim ; be-  hold the bowels of a carnivorous  animal (6)!—Barbarians! to theſe  very bowels I appcal againſt your  cruel dogmas; to theſe bowels, ","Iings of animals, delight in examining; you also dare to defile the human form, August; and, holding up the entrails of a man, you exclaim: ""Behold the intestines of a carnivorous animal!""—Barbarians! I appeal once again to these very intestines against your cruel dogmas; to these intestines,"
88,"fraught with mercy, and entwined  with compaſſion; to theſe bowels  which nature hath ſanctified to the  ſentiments of pity and of gratitude;  to the yearnings of kindred, to the    melting tenderneſs of love!   ","Filled with mercy, and entwined with compassion; to these bowels which nature has sanctified to the sentiments of pity and gratitude; to the yearnings of kindred, to the melting tenderness of love!"
